src,dest,rssi,etx,delay,busy_fraction,label
50277,1416,-66.2,2.783,18.47,0.3957,0
31443,2140,-74.33,4.708,20.9,0.3976,0
73472,90069,-75.13,6.349,150.0,0.9523,0
9523,13842,-70.72,9.218,104.78,0.8692,0
10699,71870,-63.73,4.368,33.04,0.5936,0
64590,78270,-77.97,6.74,19.04,0.9292,0
80770,72567,-77.93,4.405,70.57,0.6866,0
50800,1141,-85.4,6.206,40.64,0.8716,0
51635,4107,-58.93,7.961,35.84,0.8213,0
42478,85384,-70.36,10.191,57.74,0.4285,0
93894,14110,-71.81,8.696,32.63,0.4867,0
71903,27836,-76.77,4.831,142.76,0.7268,0
29262,58567,-75.91,3.809,175.73,0.5423,0
7296,36416,-76.01,5.908,24.98,0.5523,0
56414,81788,-64.72,7.397,53.2,0.8763,0
73196,2948,-65.69,1.49,34.44,0.5988,0
63804,54106,-62.15,1.883,14.11,0.84,0
56361,76885,-59.96,4.715,85.66,0.6509,0
74362,61910,-78.87,7.139,32.77,0.9662,0
7335,5252,-68.36,5.803,42.7,0.847,0
37232,997,-84.34,4.379,131.83,0.8055,0
39015,18479,-70.59,8.827,15.92,0.4564,0
91047,72712,-94.96,7.309,19.86,0.6635,0
72003,13452,-79.35,10.142,36.5,0.6245,0
62492,77873,-68.23,3.089,64.05,0.3898,0
97344,98238,-82.18,3.647,69.81,0.6018,0
50153,79431,-84.87,4.688,17.76,0.6154,0
80131,49097,-73.25,4.652,140.94,0.8435,0
24371,96392,-56.69,5.079,40.21,0.8087,0
50173,45857,-61.49,6.129,14.66,0.5342,0
36284,37470,-70.97,9.47,18.56,0.71,0
21067,55678,-63.21,5.102,31.83,0.5097,0
23614,19509,-81.67,11.578,131.51,0.9138,0
64154,36994,-84.56,2.071,150.0,0.8509,0
60685,36029,-61.77,3.412,150.0,0.2272,0
37704,45827,-66.25,2.621,89.23,0.6528,0
80983,92547,-77.11,5.484,25.44,0.6531,0
97095,50296,-45.02,2.446,78.46,0.5436,0
58091,69107,-76.14,11.287,13.87,0.5565,0
15608,58902,-70.84,8.763,58.39,0.6991,0
68559,70867,-64.65,2.818,19.64,0.1996,0
97847,61248,-95.0,8.335,105.53,0.6378,0
99632,63304,-92.52,5.883,80.69,0.8863,0
85678,47042,-78.37,4.552,124.12,0.7135,0
27141,88395,-78.62,7.041,46.52,0.6219,0
80265,43935,-69.64,5.708,23.03,0.5806,0
36848,61605,-56.46,4.762,18.91,0.5194,0
43964,74234,-68.47,5.246,33.1,0.7937,0
60142,56425,-86.42,4.891,32.04,0.723,0
94709,76701,-89.55,3.411,36.74,0.332,0
32520,58579,-77.54,4.224,45.89,0.9222,0
65490,48416,-74.92,2.36,16.69,0.8943,0
395,77254,-70.27,5.074,52.29,0.5729,0
26513,69229,-57.47,4.764,123.14,0.6622,0
47444,14461,-82.74,4.32,59.17,0.7864,0
65151,24622,-79.35,2.907,70.48,0.4249,0
65466,89836,-81.06,12.491,150.0,0.568,0
76388,84973,-75.45,6.529,150.0,0.9119,0
68966,23133,-63.59,10.021,61.78,0.7479,0
31678,4061,-53.16,6.124,20.6,0.5565,0
12931,81188,-92.96,7.315,22.99,0.7708,0
70920,56573,-86.77,7.257,56.58,0.8872,0
77618,94814,-71.35,4.926,46.51,0.3059,0
46509,11445,-80.82,6.559,78.35,0.7693,0
28556,33205,-87.61,4.348,95.87,0.6977,0
87378,16709,-81.05,10.45,65.76,0.8043,0
9073,21439,-74.95,5.895,150.0,0.7559,0
24975,61060,-67.43,4.099,110.31,0.7696,0
21155,63918,-73.02,3.839,40.64,0.5876,0
86209,12006,-72.12,5.217,21.3,0.7456,0
26135,18260,-73.54,5.973,150.0,0.745,0
56411,80100,-94.99,4.58,119.11,0.5302,0
8692,57707,-82.57,6.278,17.69,0.6495,0
58234,89268,-80.86,3.066,94.78,0.9411,0
43691,10784,-70.57,4.93,13.91,0.6304,0
38488,93886,-74.74,5.833,20.32,0.7719,0
40958,79090,-78.92,2.501,29.17,0.6667,0
10551,82603,-55.15,3.407,150.0,0.4513,0
64668,25416,-89.03,6.696,22.13,0.952,0
90816,32970,-74.05,9.303,131.31,0.7307,0
39203,67667,-74.0,8.824,48.06,0.4528,0
16140,89579,-85.63,7.792,141.38,0.8206,0
95924,75719,-82.15,4.775,47.41,0.475,0
38586,35387,-61.2,2.159,14.33,0.2859,0
45906,65810,-83.27,3.66,102.32,0.4136,0
47337,6037,-82.35,4.782,36.89,0.5486,0
11988,47860,-90.35,5.159,15.63,0.6306,0
10590,15257,-92.88,8.441,83.53,0.961,0
65694,94534,-79.85,4.709,42.99,0.604,0
38576,63181,-75.81,1.948,46.51,0.7504,0
38001,16873,-83.02,9.809,88.93,0.9259,0
43170,67694,-84.25,5.812,23.77,0.6265,0
58022,77168,-79.52,6.189,16.41,0.5703,0
14337,42932,-69.42,5.774,51.97,0.8237,0
44382,71645,-79.95,4.464,56.78,0.7094,0
92459,83262,-85.41,6.602,71.83,0.7431,0
52683,82699,-77.72,5.993,14.45,0.4324,0
32260,79223,-79.71,4.297,25.03,0.7548,0
82373,89263,-76.07,7.577,13.58,0.1794,0
38744,82576,-65.92,6.234,72.01,0.7155,0
87944,97018,-79.59,4.58,41.34,0.8739,0
11707,40619,-64.77,2.728,21.37,0.5119,0
19037,13964,-75.88,13.565,52.24,0.9132,0
43733,46157,-74.84,1.976,12.37,0.3911,0
70572,79280,-76.3,5.635,92.31,0.6389,0
72427,27069,-81.58,4.19,61.03,0.7022,0
65399,2638,-68.9,4.299,11.28,0.3534,0
42367,64369,-68.9,10.777,110.19,0.8236,0
91691,7212,-82.71,6.556,87.58,0.8957,0
86759,78397,-57.89,4.09,48.78,0.84,0
77887,61005,-83.44,5.308,48.45,0.65,0
57679,20670,-64.38,2.424,29.43,0.5369,0
81791,56893,-74.71,9.073,103.95,0.7551,0
14245,89522,-69.53,4.196,75.17,0.9429,0
53977,18903,-70.25,2.642,24.82,0.4983,0
49990,22337,-91.76,6.625,68.55,0.7193,0
97525,85186,-85.12,4.931,44.79,0.6106,0
48406,23827,-65.23,5.307,78.36,0.7607,0
91739,12151,-94.93,7.478,20.77,0.9079,0
71808,85489,-86.69,4.469,20.52,0.8074,0
92128,13922,-77.9,7.939,150.0,0.7081,0
1031,3797,-81.86,9.255,109.4,0.6971,0
28088,48048,-75.46,4.045,73.95,0.8205,0
61104,44449,-77.36,5.316,18.19,0.5678,0
18952,19650,-78.87,1.896,98.48,0.9507,0
10834,66780,-73.98,7.67,133.63,0.5568,0
88068,14914,-77.83,8.358,22.41,0.5039,0
6931,71410,-69.48,5.794,28.87,0.4331,0
10252,1802,-75.54,7.15,44.87,0.7618,0
22367,95650,-87.34,2.033,90.14,0.839,0
16447,41865,-60.48,9.227,32.27,0.7151,0
20846,10044,-64.43,4.839,14.16,0.7316,0
76910,58265,-68.44,3.064,25.42,0.8895,0
93987,90403,-77.19,9.325,67.34,0.7293,0
13296,18272,-91.53,12.583,65.07,0.8389,0
16306,85179,-88.71,3.321,54.94,0.4473,0
49249,91347,-79.77,5.607,110.8,0.5191,0
65099,27102,-73.26,10.566,32.94,0.6404,0
44513,69577,-76.63,7.212,130.31,0.91,0
52103,79539,-84.5,5.111,56.97,0.6377,0
10306,39494,-72.37,2.732,17.82,0.6496,0
35257,42648,-66.32,2.964,26.05,0.823,0
60955,35287,-80.29,4.581,39.62,0.5247,0
60185,61094,-80.71,4.49,30.22,0.9394,0
98041,46321,-74.46,7.689,129.07,0.728,0
43985,44863,-71.07,4.807,50.33,0.7761,0
20433,82850,-68.33,7.072,31.52,0.9616,0
79431,64824,-65.35,4.99,25.4,0.8748,0
95745,44623,-78.01,4.653,11.35,0.5289,0
97435,46653,-65.27,6.575,114.75,0.9498,0
3486,10631,-55.77,3.77,23.92,0.5256,0
93249,45054,-64.86,4.191,28.27,0.7146,0
13317,82020,-51.39,6.875,106.28,0.7247,0
96551,84632,-68.59,5.85,29.49,0.6349,0
70299,53507,-84.55,6.539,71.07,0.8017,0
19858,48653,-92.78,7.631,79.89,0.7692,0
19856,5085,-76.45,4.102,32.99,0.683,0
90120,55006,-94.97,12.517,46.09,0.7566,0
20754,4670,-70.1,8.531,67.69,0.8009,0
68426,18787,-69.98,5.889,45.44,0.8854,0
116,66187,-69.3,5.892,32.86,0.8559,0
48264,10145,-78.16,6.971,94.69,0.7851,0
84109,81280,-65.6,4.477,28.85,0.6431,0
35442,50126,-57.85,3.813,28.87,0.4335,0
41977,67769,-87.3,9.183,138.65,0.6322,0
1949,56287,-71.54,14.848,149.65,0.9562,0
12517,18504,-67.7,5.686,72.82,0.7769,0
462,51014,-82.33,5.052,121.69,0.5155,0
95300,57396,-94.99,10.122,16.68,0.5503,0
39608,13767,-95.0,7.522,130.88,0.9623,0
43555,3243,-53.01,5.063,49.26,0.6229,0
8279,91765,-82.89,9.079,136.64,0.8823,0
63387,5131,-89.83,7.296,59.17,0.9504,0
56951,48734,-55.45,6.94,116.09,0.5877,0
43023,40820,-80.79,14.687,130.55,0.9839,0
44373,73555,-67.52,6.029,84.79,0.8365,0
97350,74640,-61.34,3.715,49.28,0.6357,0
68441,16397,-80.38,7.384,134.07,0.8176,0
70595,46318,-78.42,4.087,20.16,0.6481,0
70215,67809,-78.6,8.989,47.28,0.6762,0
48471,65854,-78.89,9.372,80.31,0.8322,0
80205,12604,-95.0,4.866,15.69,0.7473,0
91071,69057,-55.24,6.496,118.43,0.7188,0
60034,81874,-74.32,3.477,51.36,0.7261,0
32474,56898,-74.41,8.597,150.0,0.7017,0
60226,83412,-67.93,6.289,20.51,0.6394,0
49508,47815,-93.81,11.923,70.32,0.8754,0
93235,5676,-93.65,7.223,63.05,0.4841,0
21369,30994,-73.14,6.616,46.3,0.8348,0
70066,53490,-73.28,7.07,89.29,0.8159,0
87449,33293,-58.06,7.885,67.9,0.7069,0
41993,7903,-75.65,6.027,19.37,0.8272,0
5126,87007,-51.3,10.326,115.4,0.6848,0
98535,54926,-51.13,4.188,118.42,0.8015,0
46058,92241,-71.97,4.286,31.74,0.8556,0
16359,68950,-84.6,4.147,77.88,0.6899,0
90108,10087,-73.52,3.456,11.24,0.5834,0
3206,54983,-69.68,2.379,128.23,0.7006,0
92693,41969,-69.06,6.341,24.43,0.5273,0
12169,55433,-80.66,3.062,130.07,0.6857,0
56665,5258,-65.59,4.586,80.8,0.6732,0
28337,30841,-80.58,4.827,44.56,0.6428,0
36306,91671,-70.15,3.583,150.0,0.7457,0
53103,38509,-82.14,11.823,36.75,0.3613,0
23220,83784,-71.6,5.823,15.42,0.425,0
62934,79862,-84.31,5.007,46.56,0.9293,0
48329,18479,-54.69,2.882,63.58,0.8408,0
32720,65731,-85.62,3.985,25.02,0.7906,0
70067,5424,-66.19,8.19,12.14,0.5842,0
30690,85055,-74.15,12.072,70.22,0.8552,0
50163,54384,-67.95,3.909,28.3,0.5696,0
88155,45367,-90.41,8.398,150.0,0.538,0
93382,18511,-60.36,4.344,95.0,0.6222,0
88447,82627,-75.2,5.66,55.67,0.8064,0
58407,88155,-72.16,8.997,80.01,0.9355,0
61785,38304,-81.49,4.167,51.48,0.887,0
71903,44086,-71.21,7.57,27.46,0.5665,0
68840,13010,-71.07,2.16,80.58,0.9209,0
37804,20958,-59.4,4.225,12.84,0.8229,0
43067,46090,-62.01,3.485,150.0,0.5832,0
14393,96038,-60.28,2.586,24.93,0.9858,0
35898,15493,-75.18,7.469,150.0,0.6953,0
38242,88444,-71.1,10.129,102.26,0.8239,0
38693,67373,-64.95,7.933,22.68,0.4825,0
11073,3024,-55.57,2.334,77.51,0.8282,0
36979,50976,-68.87,8.448,63.15,0.7973,0
59154,1789,-80.05,6.07,39.89,0.7765,0
7733,20794,-76.75,7.957,78.92,0.7406,0
79595,11341,-79.24,14.025,80.22,0.9432,0
39344,80051,-77.87,7.363,106.39,0.8637,0
29988,85639,-91.86,9.552,88.29,0.7187,0
83254,26265,-83.17,6.802,103.21,0.7058,0
75631,91904,-68.18,3.077,19.99,0.8838,0
66894,46272,-86.23,4.876,38.43,0.8984,0
43075,54205,-76.16,4.086,111.19,0.2858,0
71438,14115,-68.33,2.526,53.1,0.9582,0
73027,99549,-81.23,12.733,22.23,0.8438,0
89356,42688,-82.77,12.171,58.42,0.7488,0
77099,36717,-67.04,6.503,20.91,0.6935,0
43745,83959,-91.38,3.935,28.1,0.822,0
97327,69294,-46.53,2.616,44.02,0.4822,0
44988,17127,-63.4,7.038,39.47,0.7294,0
5327,51692,-83.96,4.921,119.79,0.592,0
23425,77674,-63.77,5.153,21.69,0.4587,0
67454,87519,-75.41,4.956,58.67,0.6148,0
54596,59835,-84.53,6.238,16.8,0.8618,0
42478,89652,-82.93,1.947,28.97,0.4502,0
46147,68681,-70.87,11.027,20.14,0.7694,0
80558,19200,-81.26,3.436,51.3,0.629,0
89728,76706,-55.13,1.792,150.0,0.7315,0
97970,31899,-64.21,12.408,84.88,0.8305,0
81120,85064,-60.62,4.737,17.81,0.5174,0
98630,72823,-71.95,6.406,68.04,0.8047,0
52280,85606,-73.78,4.605,28.48,0.8536,0
17028,6903,-70.57,11.052,55.66,0.7888,0
67375,84072,-67.08,2.347,36.15,0.8929,0
60578,92390,-81.47,2.916,42.9,0.5956,0
69392,7768,-91.48,7.373,100.4,0.8036,0
48296,57929,-95.0,8.737,64.68,0.7344,0
38583,57712,-76.16,6.622,51.21,0.6382,0
2012,96984,-65.82,2.766,94.0,0.753,0
20292,21602,-78.1,5.205,150.0,0.8608,0
22622,69751,-61.77,4.194,87.84,0.9784,0
16503,44759,-74.55,8.688,102.68,0.6632,0
88167,42243,-59.59,8.494,76.62,0.7933,0
63932,70428,-77.36,4.179,60.79,0.6604,0
33792,91790,-70.41,5.156,23.95,0.5641,0
76235,4812,-77.56,6.596,33.84,0.9005,0
20337,95226,-72.61,5.421,67.94,0.7197,0
91155,18843,-93.15,10.583,109.15,0.8452,0
95855,88406,-52.6,4.798,38.96,0.7163,0
500,61221,-79.1,2.498,30.74,0.9471,0
87659,74337,-80.67,5.319,21.35,0.6702,0
80624,16553,-90.61,2.791,18.51,0.8994,0
426,1009,-79.41,9.899,23.63,0.7305,0
63719,3666,-81.33,5.735,20.99,0.5207,0
84180,39775,-77.58,2.803,54.46,0.754,0
39546,48939,-63.7,5.704,72.47,0.8884,0
37193,95837,-94.06,3.646,45.52,0.3732,0
55705,42736,-86.02,7.869,95.54,0.6767,0
72438,72256,-83.75,3.13,18.56,0.6809,0
51795,85610,-63.58,13.002,81.16,0.8198,0
27392,70096,-72.65,3.528,150.0,0.7881,0
64564,89363,-74.68,8.137,54.54,0.7914,0
31096,15835,-71.75,2.532,12.14,0.4109,0
14572,66930,-68.27,3.088,99.58,0.7091,0
39445,35289,-76.09,7.038,28.76,0.5864,0
60043,90170,-58.9,7.764,150.0,0.7748,0
96862,16430,-63.25,3.174,83.87,0.8253,0
55032,69218,-64.66,5.927,31.65,0.7762,0
59411,78384,-63.81,2.662,28.26,0.9312,0
35286,96694,-65.11,4.719,16.67,0.9038,0
39828,66016,-82.61,8.451,66.06,0.6037,0
31760,86054,-74.74,5.927,44.43,0.8546,0
63173,86291,-71.38,12.143,70.79,0.7779,0
56353,58186,-77.93,5.155,26.03,0.772,0
62733,50412,-68.84,4.119,13.18,0.9651,0
64266,81177,-66.15,4.238,83.68,0.9582,0
68348,85809,-82.26,5.687,120.85,0.9173,0
77070,96398,-58.79,3.754,38.84,0.4501,0
59550,29126,-56.39,3.666,37.67,0.8072,0
40381,4280,-82.2,6.394,12.15,0.2444,0
37548,86529,-83.74,2.901,20.01,0.9455,0
87022,34832,-64.5,4.717,100.14,0.8816,0
59349,88857,-59.26,9.25,98.71,0.8278,0
13957,38744,-75.98,10.317,92.51,0.437,0
58282,72040,-79.71,2.349,30.97,0.8428,0
6392,69049,-76.32,3.795,15.4,0.6829,0
19832,74872,-67.96,3.797,78.58,0.8121,0
3533,57832,-73.24,3.829,46.49,0.5487,0
34320,39833,-71.26,3.497,45.28,0.901,0
72784,92679,-69.81,4.34,81.26,0.8381,0
39925,9184,-70.7,10.238,52.19,0.5923,0
79181,76797,-81.33,6.021,43.82,0.5472,0
53867,51123,-83.14,5.706,45.79,0.8408,0
4400,29692,-79.89,6.4,57.44,0.7011,0
24679,55573,-89.17,6.577,15.99,0.9573,0
40758,75396,-85.22,3.765,21.87,0.1505,0
38373,47488,-88.54,5.282,55.21,0.6858,0
87571,41175,-86.66,2.939,55.07,0.3169,0
65618,28961,-45.73,13.058,62.32,0.6906,0
46938,3641,-70.8,9.651,23.85,0.3676,0
29925,59469,-69.95,2.635,10.0,0.4422,0
77218,4779,-83.72,3.837,62.06,0.8282,0
90402,69244,-87.75,5.012,70.15,0.8268,0
69089,79566,-72.87,3.042,25.0,0.43,0
53347,92497,-82.57,5.069,63.33,0.7557,0
74508,27377,-70.39,5.851,68.66,0.8738,0
84785,56313,-67.18,11.686,114.16,0.7616,0
16087,51695,-76.98,4.053,23.01,0.6526,0
7897,89037,-63.58,3.99,33.66,0.968,0
60716,97671,-59.79,3.609,139.67,0.6875,0
57859,68556,-57.44,5.437,58.59,0.8781,0
50969,40119,-77.07,8.051,86.58,0.8223,0
61871,17887,-87.8,7.219,110.76,0.7959,0
51265,3108,-83.73,9.856,73.38,0.8956,0
23947,58021,-83.46,13.212,67.78,0.9559,0
39299,2036,-76.68,3.418,18.27,0.8485,0
28354,58733,-70.39,6.558,150.0,0.9422,0
2219,927,-63.61,5.96,23.29,0.5812,0
55834,55956,-85.85,3.088,93.21,0.8854,0
40066,89574,-86.27,12.436,150.0,0.88,0
12296,61261,-61.9,3.428,28.4,0.6543,0
78051,52102,-83.72,14.335,36.02,0.7256,0
5465,49053,-75.61,10.428,36.9,0.6508,0
66448,95527,-65.58,5.28,87.86,0.654,0
64649,38014,-81.98,7.156,77.15,0.6669,0
68194,20371,-69.62,7.668,19.82,0.7174,0
47600,27321,-77.66,9.334,36.72,0.6578,0
67429,64370,-73.07,3.717,24.72,0.5972,0
84343,44529,-91.77,3.83,60.49,0.7786,0
49554,67561,-76.11,4.518,97.35,0.6921,0
29427,53158,-69.67,5.645,47.76,0.4466,0
17688,33402,-81.66,8.589,115.35,0.8869,0
42557,26270,-61.79,6.852,22.52,0.5349,0
69900,27674,-69.48,3.528,13.81,0.9373,0
36803,29675,-77.28,14.958,19.1,0.5758,0
98935,94098,-80.83,4.062,38.03,0.4336,0
7837,82187,-70.23,6.725,115.67,0.9004,0
73492,40877,-81.2,4.58,18.71,0.8574,0
36437,79287,-94.97,8.881,139.53,0.8109,0
93152,97810,-87.73,6.326,16.11,0.2386,0
89889,4350,-87.43,5.139,14.4,0.9249,0
41229,38077,-74.58,4.829,126.06,0.647,0
72534,14955,-57.09,3.43,40.84,0.7814,0
12663,18591,-65.56,1.96,150.0,0.4359,0
12519,23607,-91.7,5.33,122.2,0.9808,0
73212,23434,-78.06,6.715,25.45,0.9079,0
43445,97888,-75.5,12.63,117.9,0.7212,0
99101,37414,-72.11,4.014,142.47,0.8356,0
82539,15652,-75.95,3.08,53.49,0.4148,0
50011,43445,-71.51,3.255,12.08,0.5585,0
74154,98712,-65.45,4.764,85.05,0.6361,0
92816,43311,-63.52,2.291,150.0,0.4556,0
60650,93382,-70.04,6.043,150.0,0.9007,0
6432,32934,-82.2,3.28,11.89,0.544,0
52706,84913,-53.76,2.041,101.72,0.8137,0
53402,30409,-76.4,4.267,45.19,0.7417,0
53363,65900,-62.09,4.208,53.05,0.6625,0
83705,87159,-75.79,7.53,65.21,0.8709,0
22374,37106,-72.15,7.145,74.45,0.5811,0
20395,75347,-70.82,3.579,62.91,0.7905,0
35363,64355,-81.42,4.468,70.12,0.5099,0
95224,57123,-74.2,5.324,10.64,0.4569,0
98722,27648,-78.17,3.288,45.18,0.6881,0
7735,80325,-81.41,3.975,98.71,0.896,0
74836,66721,-81.25,4.207,96.76,0.7045,0
55599,45236,-95.0,2.523,150.0,0.807,0
56750,7241,-66.06,4.58,63.95,0.7538,0
92164,96955,-88.95,10.66,38.2,0.6309,0
8116,80806,-64.07,3.192,58.92,0.6894,0
28523,91908,-84.98,5.596,44.16,0.8917,0
87567,65046,-55.21,4.22,80.23,0.8697,0
61180,91081,-62.01,2.432,11.0,0.1956,0
15751,5603,-68.55,4.109,150.0,0.979,0
31923,94290,-83.17,3.112,112.25,0.641,0
44117,94549,-76.25,3.052,29.84,0.7336,0
66247,93364,-87.65,12.231,21.46,0.8382,0
90884,41285,-82.29,4.204,36.59,0.6707,0
57271,96394,-61.89,3.281,137.18,0.8155,0
97634,79912,-71.16,11.024,123.48,0.8586,0
34035,33712,-94.99,3.81,89.49,0.5169,0
23229,33144,-74.3,5.38,58.08,0.8813,0
52564,17974,-55.34,7.01,15.56,0.6259,0
67513,46648,-70.39,2.329,28.49,0.5763,0
2954,91871,-77.83,10.613,66.07,0.8923,0
69951,15745,-71.68,6.075,130.01,0.9175,0
49644,4425,-64.91,3.112,16.01,0.8275,0
40565,84647,-66.54,2.933,34.12,0.453,0
88506,86501,-67.15,3.179,27.46,0.6876,0
44999,42532,-57.42,6.575,95.88,0.8538,0
70920,77741,-65.5,5.88,150.0,0.6013,0
6841,43118,-69.8,6.007,27.43,0.578,0
45567,85133,-65.45,2.201,24.92,0.6122,0
26130,83704,-67.23,1.708,92.44,0.6266,0
49410,84474,-79.27,6.643,76.16,0.6177,0
23030,47476,-75.94,4.012,13.9,0.9564,0
3463,27641,-74.42,4.469,18.83,0.473,0
20312,62425,-79.98,9.88,53.39,0.7896,0
65440,42274,-62.23,4.155,149.01,0.8178,0
56887,69578,-71.91,7.749,19.42,0.7162,0
1087,72416,-68.13,7.042,72.8,0.6607,0
81585,43361,-94.36,2.902,35.6,0.5291,0
37569,37470,-75.73,6.636,55.46,0.7015,0
92184,36514,-68.41,2.773,32.27,0.8402,0
24612,98977,-85.08,15.0,98.05,0.8403,0
60725,48150,-82.56,5.493,20.78,0.5816,0
1623,24610,-77.32,4.874,13.92,0.3143,0
57261,4694,-81.61,5.562,15.17,0.4955,0
17273,979,-80.42,3.31,56.77,0.7953,0
11582,9752,-79.71,8.49,57.55,0.8263,0
16275,24677,-74.18,2.935,35.53,0.5804,0
72964,60625,-69.61,4.658,32.79,0.4736,0
36069,51682,-82.52,2.019,39.69,0.6933,0
16330,6315,-71.69,11.262,21.09,0.7247,0
81818,43493,-58.9,3.249,67.77,0.2768,0
83992,58725,-66.75,2.609,37.78,0.5291,0
78555,49660,-67.93,3.651,12.27,0.684,0
22629,29175,-77.29,6.655,14.87,0.3894,0
25921,51234,-80.02,5.143,10.91,0.527,0
58200,90611,-86.23,5.533,21.84,0.5225,0
4494,14205,-69.13,6.294,53.51,0.5733,0
68182,76338,-62.29,1.617,19.02,0.2849,0
46568,35034,-81.95,2.706,55.33,0.963,0
29751,72169,-72.14,7.179,117.94,0.496,0
70431,7372,-71.34,2.851,100.33,0.7838,0
47600,47286,-82.43,5.187,30.57,0.561,0
29773,24259,-89.62,6.626,39.08,0.3266,0
76875,58072,-53.62,2.679,25.65,0.6718,0
27941,43979,-84.75,5.21,16.63,0.6712,0
25312,6332,-62.4,1.921,34.99,0.3646,0
99211,63765,-46.38,5.963,150.0,0.8709,0
24197,76712,-66.77,4.57,30.66,0.7,0
17085,32251,-55.2,4.615,24.32,0.7499,0
76883,80561,-68.59,4.223,14.01,0.521,0
75943,30327,-76.79,11.519,14.81,0.3892,0
78098,7988,-67.59,2.83,25.91,0.9688,0
67273,57451,-81.84,7.049,57.52,0.7265,0
75912,71726,-65.16,2.083,36.84,0.4253,0
59238,36478,-65.27,7.896,20.08,0.8575,0
13569,76331,-66.7,2.715,32.77,0.5497,0
79923,61641,-56.33,4.988,19.86,0.7374,0
97514,68863,-70.22,4.557,38.18,0.397,0
49555,36707,-81.09,9.101,141.05,0.6116,0
62135,50050,-70.11,5.744,16.8,0.6075,0
32744,95463,-71.55,3.68,112.55,0.813,0
48641,95323,-73.58,5.128,150.0,0.9246,0
39358,10572,-64.71,5.379,114.66,0.9056,0
34155,90960,-84.49,6.285,150.0,0.9673,0
17413,79870,-57.8,4.166,10.16,0.5527,0
34108,23018,-75.93,8.622,96.84,0.6018,0
3372,55431,-58.98,3.197,19.99,0.517,0
41984,12346,-76.22,3.46,65.15,0.1894,0
42464,98367,-77.14,4.982,30.65,0.6985,0
87061,15675,-80.21,9.673,150.0,0.91,0
52777,59182,-58.43,7.911,19.77,0.7584,0
57791,40105,-93.73,13.876,62.45,0.7612,0
66254,87192,-57.75,2.308,139.07,0.8221,0
92958,25,-68.62,2.635,9.93,0.4605,0
22510,33279,-54.92,6.913,26.37,0.8488,0
63812,65777,-63.53,1.74,30.07,0.8327,0
92288,77199,-80.41,5.941,78.73,0.7011,0
14924,10670,-73.88,6.782,56.03,0.8371,0
77823,88769,-74.37,10.724,51.56,0.6619,0
11004,22563,-68.85,4.177,111.71,0.7533,0
38586,53063,-68.03,7.636,26.32,0.9269,0
66702,57595,-56.57,3.447,66.27,0.9146,0
14472,713,-68.46,2.948,25.3,0.9178,0
5588,39285,-80.68,3.364,43.35,0.9462,0
83385,21765,-87.36,5.752,15.26,0.8518,0
7668,56465,-80.22,4.505,64.07,0.4859,0
74287,766,-72.36,15.0,89.31,0.8701,0
15587,15313,-87.8,9.689,121.73,0.6656,0
890,50813,-60.68,4.071,150.0,0.7409,0
59051,6206,-87.6,3.958,17.45,0.4996,0
64776,5682,-80.09,9.243,53.28,0.8648,0
72244,8713,-66.76,8.001,75.26,0.7373,0
13009,97716,-81.96,3.999,64.17,0.5053,0
38956,76423,-65.99,3.286,97.04,0.8286,0
78213,53128,-86.59,10.562,38.91,0.8913,0
11803,99184,-81.11,8.55,60.73,0.7031,0
3030,97327,-90.87,5.049,40.69,0.7,0
42699,11600,-71.11,3.645,63.48,0.8902,0
23149,71352,-92.55,6.837,17.5,0.7202,0
60168,72835,-95.0,2.959,107.53,0.6083,0
2125,80727,-86.78,9.297,123.18,0.6046,0
49360,72417,-81.7,1.984,42.96,0.5855,0
6058,81011,-66.9,4.973,43.19,0.8997,0
76228,69148,-71.87,7.473,40.46,0.6288,0
53594,53339,-80.94,6.103,18.56,0.5967,0
8703,52143,-90.94,2.606,37.98,0.754,0
91396,98248,-77.21,6.471,33.31,0.6488,0
98466,79044,-94.36,6.308,150.0,0.7763,0
36595,45148,-73.27,2.877,54.44,0.7127,0
47449,79465,-63.26,6.208,13.54,0.9341,0
56949,10157,-63.64,6.519,18.5,0.9629,0
89419,57334,-62.83,3.856,12.3,0.6767,0
70860,66424,-84.46,5.006,31.97,0.7212,0
78831,86267,-95.0,2.694,56.05,0.9194,0
1032,44808,-65.94,5.331,150.0,0.6236,0
62767,16564,-80.47,6.297,116.52,0.9776,0
41586,47854,-88.53,2.856,97.51,0.7428,0
99218,48239,-47.53,4.848,75.79,0.7186,0
23759,55734,-87.05,3.13,39.78,0.7962,0
94804,48567,-72.42,4.5,45.55,0.8113,0
97556,19953,-66.5,2.376,37.84,0.9575,0
71188,86127,-59.76,4.072,14.07,0.6892,0
88402,11938,-72.62,11.357,123.06,0.7575,0
97523,37385,-94.98,11.301,29.88,0.6903,0
75909,79196,-77.98,8.284,141.53,0.6128,0
80392,25225,-65.6,4.582,49.55,0.735,0
82279,30230,-72.72,5.802,26.09,0.669,0
38316,72532,-94.99,9.631,41.23,0.7507,0
93944,87380,-77.75,3.076,30.64,0.7057,0
83855,85918,-59.72,3.015,12.29,0.5973,0
64817,31162,-72.4,7.181,95.19,0.6024,0
79204,87135,-73.96,8.712,52.44,0.9177,0
57323,47482,-67.46,5.542,33.12,0.5346,0
61720,12838,-69.78,4.07,24.23,0.7427,0
7063,71574,-66.85,3.902,49.31,0.2908,0
